bedrijf,functie,plaats,datum,zoekterm,al_in_pool,vacature_url,bedrijf_linkedin,vacature_id
Lekkerland Nederland B.V.,Webanalist,Son en Breugel,2026-09-18,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/webanalist-at-lekkerland-nederland-b-v-4469128135,https://nl.linkedin.com/company/lekkerland-nederland-bv,4469128135
Leonardo Hotels Benelux,GUEST RELATIONS OFFICER,Amsterdam,2026-09-03,customer happiness,nee,https://nl.linkedin.com/jobs/view/guest-relations-officer-at-leonardo-hotels-benelux-4444444477,https://nl.linkedin.com/company/leonardohotelsnl,4444444477
LeoVegas Group,Customer Experience Advisor - Dutch,Doetinchem,2026-09-09,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-experience-advisor-dutch-at-leovegas-group-4464117561,https://se.linkedin.com/company/leovegasgroup,4464117561
LessonUp,Customer Success Manager,Den Haag,2026-09-07,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-lessonup-4464092647,https://nl.linkedin.com/company/lessonupnl,4464092647
Lightspeed Commerce,Product Adoption Strategist (Human-Led &amp; Interactive) French speaking,Amsterdam,2026-09-03,customer happiness,nee,https://nl.linkedin.com/jobs/view/product-adoption-strategist-human-led-interactive-french-speaking-at-lightspeed-commerce-4450175693,https://ca.linkedin.com/company/lightspeedcommerce,4450175693
Lightspeed Commerce,Key Account Manager (Amsterdam),Amsterdam,2026-09-11,customer happiness,nee,https://nl.linkedin.com/jobs/view/key-account-manager-amsterdam-at-lightspeed-commerce-4426882090,https://ca.linkedin.com/company/lightspeedcommerce,4426882090
Linkedtalent,Medewerker Klantenservice,Zwolle,2026-07-19,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-at-linkedtalent-4450800683,https://nl.linkedin.com/company/linkedtalent,4450800683
Linkedtalent,MEDEWERKER KLANTENSERVICE VERKOOP,Zwolle,2026-07-31,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-verkoop-at-linkedtalent-4456932867,https://nl.linkedin.com/company/linkedtalent,4456932867
Linkedtalent,Customer Service Medewerker,Barendrecht,2026-08-14,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-linkedtalent-4456941833,https://nl.linkedin.com/company/linkedtalent,4456941833
Linkedtalent,Customer Service Medewerker,Etten-Leur,2026-09-10,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-linkedtalent-4463454133,https://nl.linkedin.com/company/linkedtalent,4463454133
LMW,Medewerker Support,Breukelen,2026-07-10,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-support-at-lmw-4439020724,https://nl.linkedin.com/company/linkedin-lmw,4439020724
Louis Vuitton,CLIENT ADVISOR - AMSTERDAM,Amsterdam,2026-09-05,customer happiness,nee,https://nl.linkedin.com/jobs/view/client-advisor-amsterdam-at-louis-vuitton-4454866431,https://fr.linkedin.com/company/louis-vuitton,4454866431
Lucid Motors,Customer Care Representative – German Speaking,Amsterdam,2026-07-13,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-care-representative-%E2%80%93-german-speaking-at-lucid-motors-4439415412,https://www.linkedin.com/company/lucidmotors,4439415412
Lucid Software,EMEA Customer Success Manager,Amsterdam,2026-09-08,customer happiness,nee,https://nl.linkedin.com/jobs/view/emea-customer-success-manager-at-lucid-software-4464498854,https://www.linkedin.com/company/lucidsoftware,4464498854
Lucid Software,"EMEA Customer Success Manager, Nordic Speaker",Amsterdam,2026-09-14,customer happiness,nee,https://nl.linkedin.com/jobs/view/emea-customer-success-manager-nordic-speaker-at-lucid-software-4467251933,https://www.linkedin.com/company/lucidsoftware,4467251933
Lyreco Group,Customer Service Medewerker,Sliedrecht,2026-09-17,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-lyreco-group-4468685349,https://fr.linkedin.com/company/lyreco-group,4468685349
Maas-De Koning,Medewerker KCC – Telefonie,Moordrecht,2026-09-14,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-kcc-%E2%80%93-telefonie-at-maas-de-koning-4467091310,https://nl.linkedin.com/company/maas-de-koning,4467091310
Magnet.me,Customer Success Manager,Rotterdam,2026-09-08,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-magnet-me-4464481159,https://nl.linkedin.com/company/magnet-me,4464481159
MANN+HUMMEL,S&amp;M IAM Customer Service,Nieuwegein,2026-06-23,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/s-m-iam-customer-service-at-mann%2Bhummel-4430433324,https://de.linkedin.com/company/mannhummel,4430433324
Marente,Helpende (plus) + verzorgende IG flexpool in Sassenheim,Sassenheim,2026-06-26,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/helpende-plus-%2B-verzorgende-ig-flexpool-in-sassenheim-at-marente-4433894426,https://nl.linkedin.com/company/marente,4433894426
Marie-Stella-Maris (B Corp),E-commerce Specialist,Amsterdam,2026-09-09,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/e-commerce-specialist-at-marie-stella-maris-b-corp-4465099318,https://nl.linkedin.com/company/marie-stella-maris,4465099318
Matt Sleeps,E-commerce &amp; CRO specialist,Amsterdam,2026-05-29,webcare medewerker,ja,https://nl.linkedin.com/jobs/view/e-commerce-cro-specialist-at-matt-sleeps-4420925045,https://nl.linkedin.com/company/matt-sleeps,4420925045
MCI,Remote Customer Service Agent,Middelburg,2025-10-27,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/remote-customer-service-agent-at-mci-4318048446,https://www.linkedin.com/company/mci-bpo,4318048446
MCI,Remote Customer Service Agent,Middelburg,2025-10-27,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/remote-customer-service-agent-at-mci-4318053390,https://www.linkedin.com/company/mci-bpo,4318053390
MCI,Remote Customer Service Agent,Middelburg,2025-10-27,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/remote-customer-service-agent-at-mci-4318059417,https://www.linkedin.com/company/mci-bpo,4318059417
MCI,Remote Customer Service Agent,Middelburg,2025-10-31,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/remote-customer-service-agent-at-mci-4331761143,https://www.linkedin.com/company/mci-bpo,4331761143
MCI,Remote Customer Service Agent,Middelburg,2025-10-31,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/remote-customer-service-agent-at-mci-4331746962,https://www.linkedin.com/company/mci-bpo,4331746962
Media Vacatures,Multi Ratio: Marketingmedewerker,Zutphen,2026-02-23,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/multi-ratio-marketingmedewerker-at-media-vacatures-4377014816,https://nl.linkedin.com/company/mediavacatures,4377014816
MediaMarkt Benelux,Customer Solution Expert,Rotterdam,2026-09-15,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-solution-expert-at-mediamarkt-benelux-4456517815,https://nl.linkedin.com/company/mediamarkt-benelux,4456517815
MediaMarkt Benelux,Customer Care Specialist Marketplace,Rotterdam,2026-09-17,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-marketplace-at-mediamarkt-benelux-4448057233,https://nl.linkedin.com/company/mediamarkt-benelux,4448057233
Medipoint,Productiemedewerker reiniging,Helmond,2026-06-12,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/productiemedewerker-reiniging-at-medipoint-4427942440,https://nl.linkedin.com/company/medipoint,4427942440
Mediq Nederland,Content Medewerker,De Meern,2026-09-09,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/content-medewerker-at-mediq-nederland-4464118657,https://nl.linkedin.com/company/mediq-nv,4464118657
Mediq Nederland,Medewerker Customer Care - afdeling Special Care,De Meern,2026-09-12,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-care-afdeling-special-care-at-mediq-nederland-4446908808,https://nl.linkedin.com/company/mediq-nv,4446908808
Mediq Nederland,Customer Care Specialist,Utrecht,2026-09-14,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-at-mediq-nederland-4446917798,https://nl.linkedin.com/company/mediq-nv,4446917798
Medtronic,Customer Care Representative - Service &amp; Repair,Heerlen,2026-08-26,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-care-representative-service-repair-at-medtronic-4459331258,https://www.linkedin.com/company/medtronic,4459331258
Medtronic,"Patient Services Representative Dutch, German and English",Heerlen,2026-08-27,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/patient-services-representative-dutch-german-and-english-at-medtronic-4458321507,https://www.linkedin.com/company/medtronic,4458321507
Medtronic,Customer Care Representative with Dutch language,Heerlen,2026-09-08,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-care-representative-with-dutch-language-at-medtronic-4464347358,https://www.linkedin.com/company/medtronic,4464347358
Medtronic,Customer Care Representative – Service &amp; Repair - English Speaker,Heerlen,2026-09-09,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-care-representative-%E2%80%93-service-repair-english-speaker-at-medtronic-4464665528,https://www.linkedin.com/company/medtronic,4464665528
Meltwater,Customer Success Manager,Amsterdam Area,2026-09-01,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-meltwater-4460672135,https://www.linkedin.com/company/meltwater,4460672135
Mendix,Junior Front-end Developer,Rotterdam,2026-09-16,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/junior-front-end-developer-at-mendix-4456943543,https://www.linkedin.com/company/mendix,4456943543
Mercell,Join our Customer Service teams!,Utrecht,2026-07-04,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/join-our-customer-service-teams%21-at-mercell-4435706727,https://no.linkedin.com/company/mercell-group,4435706727
Merz Therapeutics,Junior Brand &amp; Digital Manager,Terheijden,2026-09-04,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/junior-brand-digital-manager-at-merz-therapeutics-4440753053,https://de.linkedin.com/company/merz-therapeutics,4440753053
Michael Page,Customer service medewerker,Rotterdam,2026-09-14,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-michael-page-4466118500,https://uk.linkedin.com/company/michael-page,4466118500
Michael Page,Customer Service,Berkel en Rodenrijs,2026-09-14,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-at-michael-page-4466135337,https://uk.linkedin.com/company/michael-page,4466135337
Michael Page,Customer service medewerker,Rotterdam,2026-09-14,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-michael-page-4465786609,https://uk.linkedin.com/company/michael-page,4465786609
Michael Page,Customer Service Medewerker,Rotterdam,2026-09-15,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-michael-page-4466524462,https://uk.linkedin.com/company/michael-page,4466524462
Michael Page,Customer Service medewerker,Zevenhuizen,2026-09-16,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-michael-page-4466894967,https://uk.linkedin.com/company/michael-page,4466894967
Michael Page,Customer Service Medewerker,Eindhoven,2026-09-21,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-michael-page-4469970674,https://uk.linkedin.com/company/michael-page,4469970674
Mijndomein,Customer Success Specialist,Almere,2026-08-31,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/customer-success-specialist-at-mijndomein-4461083661,https://nl.linkedin.com/company/mijndomein,4461083661
Mila Health,Customer success lead,Amsterdam,2026-07-21,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-lead-at-mila-health-4441009278,https://nl.linkedin.com/company/milahealth-co,4441009278
MiniMed,Patient Services Representative (Dutch and English),Heerlen,2026-09-04,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/patient-services-representative-dutch-and-english-at-minimed-4462800776,https://www.linkedin.com/company/minimed-diabetes,4462800776
Mistral,"Customer Success, EMEA",Amsterdam,2026-09-21,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-emea-at-mistral-4469896754,https://fr.linkedin.com/company/mistralai,4469896754
Mollie,Business Support Specialist - Dutch,Maastricht,2026-09-19,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/business-support-specialist-dutch-at-mollie-4409407333,https://nl.linkedin.com/company/mollie,4409407333
Mollie,Customer Success Manager - Benelux,Amsterdam,2026-09-21,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-benelux-at-mollie-4469895606,https://nl.linkedin.com/company/mollie,4469895606
Momo Medical,Customer Support Specialist,Delft,2026-09-11,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-momo-medical-4464862454,https://nl.linkedin.com/company/momo-medical,4464862454
More Recruitment,Customer Service Specialist,Amsterdam,2026-08-31,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-more-recruitment-4461213083,https://nl.linkedin.com/company/more-recruitment-b-v-,4461213083
More Recruitment,Customer Service Specialist,Amsterdam Area,2026-09-04,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-more-recruitment-4463347668,https://nl.linkedin.com/company/more-recruitment-b-v-,4463347668
More Recruitment,Customer Service Specialist,Amsterdam,2026-09-14,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-more-recruitment-4455273272,https://nl.linkedin.com/company/more-recruitment-b-v-,4455273272
MoreCareClinics,SEO &amp; AI Search Marketeer,Randstad,2026-09-10,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/seo-ai-search-marketeer-at-morecareclinics-4463875820,https://nl.linkedin.com/company/morecareclinics,4463875820
Morgan Stanley,Investment Management - EMEA Client Relationship Management - Vice President,Amsterdam,2026-09-09,customer happiness,nee,https://nl.linkedin.com/jobs/view/investment-management-emea-client-relationship-management-vice-president-at-morgan-stanley-4463832383,https://www.linkedin.com/company/morgan-stanley,4463832383
MostWare | Inspireren met IT,IT Servicedesk Medewerker,Leiden,2026-08-26,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/it-servicedesk-medewerker-at-mostware-4459179252,https://nl.linkedin.com/company/mostware,4459179252
MPM International Oil Company B.V.,Customer Service Representative,Delft,2026-08-31,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-mpm-international-oil-company-b-v-4461052787,https://nl.linkedin.com/company/mpm-oil,4461052787
Multilingual Jobs Worldwide,Airline Customer Service Agent,Amsterdam Area,2026-09-04,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/airline-customer-service-agent-at-multilingual-jobs-worldwide-4463321665,https://no.linkedin.com/company/multilingualjobsworldwide,4463321665
MultiTankcard,Customer Service Specialist,Schiphol-Rijk,2026-06-18,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-multitankcard-4439777523,https://nl.linkedin.com/company/multitankcard,4439777523
myTomorrows,Full Stack Engineer,Amsterdam,2026-09-22,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/full-stack-engineer-at-mytomorrows-4469909379,https://nl.linkedin.com/company/mytomorrows,4469909379
N-able,Customer Success Manager - French Speaking,Utrecht,2026-09-18,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-french-speaking-at-n-able-4448073751,https://www.linkedin.com/company/n-able,4448073751
NCR Voyix,Customer Success Manager - Amsterdam,Amsterdam,2026-09-18,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-amsterdam-at-ncr-voyix-4401623072,https://www.linkedin.com/company/ncrvoyix,4401623072
Nedap,Junior/Medior Full-Stack Ruby Developer .,Groenlo,2026-08-17,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/junior-medior-full-stack-ruby-developer-at-nedap-4452413236,https://nl.linkedin.com/company/nedap,4452413236
Nedap,Junior/Medior Full-Stack Ruby Developer,Groenlo,2026-08-17,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/junior-medior-full-stack-ruby-developer-at-nedap-4451654528,https://nl.linkedin.com/company/nedap,4451654528
Netpoint group,(Ervaren) Web Developer - Waalwijk,Waalwijk,2026-07-17,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/ervaren-web-developer-waalwijk-at-netpoint-group-4442179400,https://nl.linkedin.com/company/netpoint-group,4442179400
New Flag GmbH,Junior E-Commerce Manager,Haarlem,2026-09-01,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/junior-e-commerce-manager-at-new-flag-gmbh-4460363795,https://de.linkedin.com/company/new-flag-gmbh,4460363795
NieuweStroom,Medewerker Customer Operations,Maastricht,2026-09-17,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-operations-at-nieuwestroom-4468605295,https://nl.linkedin.com/company/nieuwestroom,4468605295
Nilfisk,Customer Service Employee,Almere,2026-09-05,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-employee-at-nilfisk-4463724526,https://dk.linkedin.com/company/nilfisk,4463724526
Nobel Recruitment,German-speaking Partner Success Manager / 45K-65K,Amsterdam,2026-09-15,customer happiness,nee,https://nl.linkedin.com/jobs/view/german-speaking-partner-success-manager-45k-65k-at-nobel-recruitment-4466189079,https://nl.linkedin.com/company/nobelrecruitment,4466189079
NORNORM,Customer Success Coordinator,Amsterdam Area,2026-08-28,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-coordinator-at-nornorm-4460356148,https://dk.linkedin.com/company/nornorm,4460356148
Notuly.,Customer succes &amp; support medewerker,Deventer,2026-08-26,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-succes-support-medewerker-at-notuly-4459189122,https://nl.linkedin.com/company/notuly,4459189122
NRF (Nederlandse Radiateuren Fabriek),Customer Service Representative,Mill,2026-09-17,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-nrf-nederlandse-radiateuren-fabriek-4467190041,https://nl.linkedin.com/company/nederlandse-radiateuren-fabriek,4467190041
Nutanix,"Senior Staff Customer Experience Manager, Dutch speaker",Amsterdam,2026-09-09,customer happiness,nee,https://nl.linkedin.com/jobs/view/senior-staff-customer-experience-manager-dutch-speaker-at-nutanix-4461295968,https://www.linkedin.com/company/nutanix,4461295968
Nutanix,"Senior Staff Customer Experience Manager, Dutch speaker",Hoofddorp,2026-09-09,customer happiness,nee,https://nl.linkedin.com/jobs/view/senior-staff-customer-experience-manager-dutch-speaker-at-nutanix-4461503838,https://www.linkedin.com/company/nutanix,4461503838
Oakwell Hampton Group,Client Success Manager,Amsterdam Area,2026-09-10,customer happiness,nee,https://nl.linkedin.com/jobs/view/client-success-manager-at-oakwell-hampton-group-4465805104,https://uk.linkedin.com/company/oakwell-hampton,4465805104
Octiva,Head of Customer Success,Breda,2026-05-04,customer happiness,nee,https://nl.linkedin.com/jobs/view/head-of-customer-success-at-octiva-4420942347,https://be.linkedin.com/company/octiva,4420942347
Octiva,Head of Customer Success,Asten,2026-05-04,customer happiness,nee,https://nl.linkedin.com/jobs/view/head-of-customer-success-at-octiva-4420951180,https://be.linkedin.com/company/octiva,4420951180
OH Solutions,Customer Experience Specialist,Almere,2026-09-11,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-experience-specialist-at-oh-solutions-4440950989,https://www.linkedin.com/company/oh-solutions-nl,4440950989
Olyslager,Customer Success Manager,Bunschoten-Spakenburg,2026-09-18,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-olyslager-4430926312,https://nl.linkedin.com/company/olyslager-organisation-bv,4430926312
Onlineverf.nl,Medewerker klantenservice,Hengelo,2026-09-11,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-at-onlineverf-nl-4466058358,https://nl.linkedin.com/company/onlineverf,4466058358
Open (YC W24),CSM (Customer Success Manager),Amsterdam,2026-06-14,customer happiness,nee,https://nl.linkedin.com/jobs/view/csm-customer-success-manager-at-open-yc-w24-4428634335,https://www.linkedin.com/company/opencx,4428634335
Openclaims,Customer Success &amp; Growth Manager – Dealers &amp; Schadeherstellers,Amsterdam,2026-07-29,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-growth-manager-%E2%80%93-dealers-schadeherstellers-at-openclaims-4446814064,https://nl.linkedin.com/company/openclaims,4446814064
OPENRED,Customer Succes Lead,Rotterdam,2026-08-13,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-succes-lead-at-openred-4453604681,https://nl.linkedin.com/company/openred,4453604681
OrbusNeich Medical Company Ltd.,Customer Relations Coordinator,Hoevelaken,2026-09-22,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-relations-coordinator-at-orbusneich-medical-company-ltd-4470286316,https://hk.linkedin.com/company/orbusneich-medical,4470286316
Otolift Academy,Klantenservice medewerker,Bergambacht,2026-09-21,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-otolift-academy-4469877371,https://nl.linkedin.com/company/otolift-academy,4469877371
Oxford Global Resources,"Klantenservice Medewerker - Frans, Nederlands, Engels",Amsterdam,2026-08-31,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-frans-nederlands-engels-at-oxford-global-resources-4459792285,https://www.linkedin.com/company/oxford-global-resources,4459792285
Pageking® - Full Swing Digital Agency,Front-End Developer (Junior/Starter),Breda,2025-09-02,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/front-end-developer-junior-starter-at-pageking%C2%AE-full-swing-digital-agency-4306048978,https://nl.linkedin.com/company/pageking,4306048978
Palo Alto Networks,Staff Customer Success Engineer - Cloud,Amsterdam,2026-09-09,customer happiness,nee,https://nl.linkedin.com/jobs/view/staff-customer-success-engineer-cloud-at-palo-alto-networks-4433979798,https://www.linkedin.com/company/palo-alto-networks,4433979798
Palo Alto Networks,Staff Customer Success Engineer,Amsterdam,2026-09-18,customer happiness,nee,https://nl.linkedin.com/jobs/view/staff-customer-success-engineer-at-palo-alto-networks-4466683134,https://www.linkedin.com/company/palo-alto-networks,4466683134
Parfumerie Douglas Nederland,Franstalige Customer Service Agent,Nijmegen,2025-01-16,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/franstalige-customer-service-agent-at-parfumerie-douglas-nederland-4125917811,https://nl.linkedin.com/company/parfumerie-douglas-nederland,4125917811
Parfumerie Douglas Nederland,Specialist Online Product Data,Nijmegen,2026-08-26,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/specialist-online-product-data-at-parfumerie-douglas-nederland-4457222323,https://nl.linkedin.com/company/parfumerie-douglas-nederland,4457222323
Pensify,Customer Success Manager,Amsterdam,2026-09-10,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-pensify-4465684096,https://nl.linkedin.com/company/pensify,4465684096
Permobil,Customer Support Representative,Oisterwijk,2026-09-06,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-support-representative-at-permobil-4400388875,https://se.linkedin.com/company/permobil,4400388875
PGGM,Klantcontact medewerker klantcontact BPF Schilders,Zeist,2026-09-17,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/klantcontact-medewerker-klantcontact-bpf-schilders-at-pggm-4468602316,https://nl.linkedin.com/company/pggm,4468602316
PharmaPartners,Customer Care Specialist,Oosterhout,2026-09-19,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-at-pharmapartners-4455856177,https://nl.linkedin.com/company/pharmapartners,4455856177
PinDirect by Cyber &amp; Mason,Medewerker Customer Support,Amersfoort,2026-09-14,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-support-at-pindirect-by-cyber-mason-4467070749,https://nl.linkedin.com/company/pindirect,4467070749
PinkRoccade Local Government,Manager Customer Care Samenlevingszaken (lid MT),s-Hertogenbosch Area,2026-09-21,customer happiness,nee,https://nl.linkedin.com/jobs/view/manager-customer-care-samenlevingszaken-lid-mt-at-pinkroccade-local-government-4468750854,https://nl.linkedin.com/company/pinkroccade-local-government,4468750854
Plieger,IT Support Medewerker,Zaltbommel,2026-06-17,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/it-support-medewerker-at-plieger-4426882717,https://nl.linkedin.com/company/plieger,4426882717
Pluripharm Groep,Medewerker Customer Services,Alkmaar,2026-09-13,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-services-at-pluripharm-groep-4439035928,https://nl.linkedin.com/company/pluripharm,4439035928
PLUS Retail,Medewerker Winkel Helpdesk,Utrecht,2026-09-04,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/medewerker-winkel-helpdesk-at-plus-retail-4340155657,https://nl.linkedin.com/company/plus-retail,4340155657
Pluvo,Customer Success Manager,Amsterdam Area,2026-09-11,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-pluvo-4466060567,https://nl.linkedin.com/company/pluvo,4466060567
Postex DACH,Customer Success &amp; Support Consultant (40 uur),Gouda,2026-07-28,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-support-consultant-40-uur-at-postex-dach-4446002322,https://de.linkedin.com/company/postex-dach,4446002322
Prada,"PRADA Client Advisor MRTW (m/f/d), De Bijenkorf",Amsterdam,2026-09-18,customer happiness,nee,https://nl.linkedin.com/jobs/view/prada-client-advisor-mrtw-m-f-d-de-bijenkorf-at-prada-4467886289,https://it.linkedin.com/company/prada,4467886289
Prada,"PRADA Client Advisor MRTW (m/f/d), PCH",Amsterdam,2026-09-18,customer happiness,nee,https://nl.linkedin.com/jobs/view/prada-client-advisor-mrtw-m-f-d-pch-at-prada-4467857161,https://it.linkedin.com/company/prada,4467857161
Print.com,Klantenservice medewerker,Deventer,2025-09-02,klantenservice medewerker,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-print-com-4294221522,https://nl.linkedin.com/company/printdotcom,4294221522
Print.com,Customer Success Specialist,Deventer,2026-05-20,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-specialist-at-print-com-4416192903,https://nl.linkedin.com/company/printdotcom,4416192903
Print.com,After Sales Specialist - Klantrelatie &amp; Complaints,Deventer,2026-09-10,customer happiness,nee,https://nl.linkedin.com/jobs/view/after-sales-specialist-klantrelatie-complaints-at-print-com-4465607153,https://nl.linkedin.com/company/printdotcom,4465607153
Progressive,IT Servicedesk Medewerker | Zorg | Woerden,Woerden,2026-08-24,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/it-servicedesk-medewerker-zorg-woerden-at-progressive-4453117246,https://uk.linkedin.com/company/progressive-recruitment,4453117246
project44,Customer Success Manager,Amsterdam,2026-09-15,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-project44-4465266062,https://www.linkedin.com/company/project-44,4465266062
Property Plan,Front-end Developer,'s-Hertogenbosch,2026-09-10,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/front-end-developer-at-property-plan-4463437958,https://nl.linkedin.com/company/propertyplan,4463437958
Proprli,Customer Support Professional at team Proprli (NL),Heerde,2026-07-17,customer happiness,nee,https://nl.linkedin.com/jobs/view/customer-support-professional%0Aat-team-proprli-nl-at-proprli-4441325540,https://nl.linkedin.com/company/proprli-terminal,4441325540
Proxsys,Skilled Servicedesk Medewerker,Rotterdam,2026-06-18,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/skilled-servicedesk-medewerker-at-proxsys-4439773635,https://nl.linkedin.com/company/proxsys-nl,4439773635
Prénatal,SEO-specialist,Amersfoort,2026-09-22,webcare medewerker,nee,https://nl.linkedin.com/jobs/view/seo-specialist-at-prenatal-moeder-en-kind-b-v-4468548197,https://nl.linkedin.com/company/prenatal-moeder-en-kind-b.v.,4468548197
